section_id,label,sort_order,height_m,distance_m
A5-03,Section 3,3,-2.36,423
A5-03,Section 3,3,-2.38,424
A5-03,Section 3,3,-2.41,425
A5-03,Section 3,3,-2.42,426
A5-03,Section 3,3,-2.44,427
A5-03,Section 3,3,-2.46,428
A5-03,Section 3,3,-2.46,429
A5-03,Section 3,3,-2.47,430
A5-03,Section 3,3,-2.47,431
A5-03,Section 3,3,-2.46,432
A5-03,Section 3,3,-2.47,433
A5-03,Section 3,3,-2.47,434
A5-03,Section 3,3,-2.49,435
A5-03,Section 3,3,-2.5,436
A5-03,Section 3,3,-2.49,437
A5-03,Section 3,3,-2.5,438
A5-03,Section 3,3,-2.51,439
A5-03,Section 3,3,-2.53,440
A5-03,Section 3,3,-2.54,441
A5-03,Section 3,3,-2.54,442
A5-03,Section 3,3,-2.54,443
A5-03,Section 3,3,-2.54,444
A5-03,Section 3,3,-2.55,445
A5-03,Section 3,3,-2.54,446
A5-03,Section 3,3,-2.54,447
A5-03,Section 3,3,-2.55,448
A5-03,Section 3,3,-2.57,449
A5-03,Section 3,3,-2.58,450
A5-03,Section 3,3,-2.61,451
A5-03,Section 3,3,-2.61,452
A5-03,Section 3,3,-2.64,453
A5-03,Section 3,3,-2.65,454
A5-03,Section 3,3,-2.65,455
A5-03,Section 3,3,-2.69,456
A5-03,Section 3,3,-2.72,457
A5-03,Section 3,3,-2.71,458
A5-03,Section 3,3,-2.72,459
A5-03,Section 3,3,-2.71,460
A5-03,Section 3,3,-2.93,461
A5-03,Section 3,3,-2.8,462
A5-03,Section 3,3,-2.67,463
A5-03,Section 3,3,-3.03,464
A5-03,Section 3,3,-2.94,465
A5-03,Section 3,3,-2.74,466
A5-03,Section 3,3,-2.62,467
A5-03,Section 3,3,-2.29,468
A5-03,Section 3,3,-1.75,469
A5-03,Section 3,3,-1.69,470
A5-03,Section 3,3,-1.66,471
A5-03,Section 3,3,-1.63,472
A5-03,Section 3,3,-1.59,473
A5-03,Section 3,3,-1.57,474
A5-03,Section 3,3,-1.54,475
A5-03,Section 3,3,-1.51,476
A5-03,Section 3,3,-1.49,477
A5-03,Section 3,3,-1.48,478
A5-03,Section 3,3,-1.45,479
A5-03,Section 3,3,-1.44,480
A5-03,Section 3,3,-1.42,481
A5-03,Section 3,3,-1.4,482
A5-03,Section 3,3,-1.37,483
A5-03,Section 3,3,-1.35,484
A5-03,Section 3,3,-1.33,485
A5-03,Section 3,3,-1.32,486
A5-03,Section 3,3,-1.29,487
A5-03,Section 3,3,-1.27,488
A5-03,Section 3,3,-1.23,489
A5-03,Section 3,3,-1.21,490
A5-03,Section 3,3,-1.2,491
A5-03,Section 3,3,-1.18,492
A5-03,Section 3,3,-1.15,493
A5-03,Section 3,3,-1.12,494
A5-03,Section 3,3,-1.11,495
A5-03,Section 3,3,-1.09,496
A5-03,Section 3,3,-1.09,497
A5-03,Section 3,3,-1.06,498
A5-03,Section 3,3,-1.05,499
A5-03,Section 3,3,-1.04,500
A5-03,Section 3,3,-1.02,501
A5-03,Section 3,3,-1.01,502
A5-03,Section 3,3,-1,503
A5-03,Section 3,3,-0.97,504
A5-03,Section 3,3,-0.96,505
A5-03,Section 3,3,-0.95,506
A5-03,Section 3,3,-0.94,507
A5-03,Section 3,3,-0.93,508
A5-03,Section 3,3,-0.91,509
A5-03,Section 3,3,-0.9,510
A5-03,Section 3,3,-0.89,511
A5-03,Section 3,3,-0.88,512
A5-03,Section 3,3,-0.86,513
A5-03,Section 3,3,-0.85,514
A5-03,Section 3,3,-0.85,515
A5-03,Section 3,3,-0.83,516
A5-03,Section 3,3,-0.83,517
A5-03,Section 3,3,-0.82,518
A5-03,Section 3,3,-0.8,519
A5-03,Section 3,3,-0.81,520
A5-03,Section 3,3,-0.79,521
A5-03,Section 3,3,-0.78,522
A5-03,Section 3,3,-0.79,523
A5-03,Section 3,3,-0.78,524
A5-03,Section 3,3,-0.77,525
A5-03,Section 3,3,-0.78,526
A5-03,Section 3,3,-0.77,527
A5-03,Section 3,3,-0.76,528
A5-03,Section 3,3,-0.76,529
A5-03,Section 3,3,-0.76,530
A5-03,Section 3,3,-0.75,531
A5-03,Section 3,3,-0.75,532
A5-03,Section 3,3,-0.75,533
A5-03,Section 3,3,-0.75,534
A5-03,Section 3,3,-0.75,535
A5-03,Section 3,3,-0.76,536
A5-03,Section 3,3,-0.75,537
A5-03,Section 3,3,-0.76,538
A5-03,Section 3,3,-0.75,539
A5-03,Section 3,3,-0.73,540
A5-03,Section 3,3,-0.76,541
A5-03,Section 3,3,-0.77,542
A5-03,Section 3,3,-0.75,543
A5-03,Section 3,3,-0.76,544
A5-03,Section 3,3,-0.76,545
A5-03,Section 3,3,-0.76,546
A5-03,Section 3,3,-0.77,547
A5-03,Section 3,3,-0.76,548
A5-03,Section 3,3,-0.77,549
A5-03,Section 3,3,-0.77,550
A5-03,Section 3,3,-0.77,551
A5-03,Section 3,3,-0.78,552
A5-03,Section 3,3,-0.78,553
A5-03,Section 3,3,-0.78,554
A5-03,Section 3,3,-0.8,555
A5-03,Section 3,3,-0.79,556
A5-03,Section 3,3,-0.8,557
A5-03,Section 3,3,-0.8,558
A5-03,Section 3,3,-0.81,559
A5-03,Section 3,3,-0.8,560
A5-03,Section 3,3,-0.81,561
A5-03,Section 3,3,-0.8,562
A5-03,Section 3,3,-0.82,563
A5-03,Section 3,3,-0.82,564
A5-03,Section 3,3,-0.83,565
A5-03,Section 3,3,-0.85,566
A5-03,Section 3,3,-0.86,567
A5-03,Section 3,3,-0.88,568
A5-03,Section 3,3,-0.87,569
A5-03,Section 3,3,-0.89,570
A5-03,Section 3,3,-0.89,571
A5-03,Section 3,3,-0.91,572
A5-03,Section 3,3,-0.94,573
A5-03,Section 3,3,-0.98,574
A5-03,Section 3,3,-0.99,575
A5-03,Section 3,3,-1.01,576
A5-03,Section 3,3,-1.02,577
A5-03,Section 3,3,-1,578
A5-03,Section 3,3,-0.99,579
A5-03,Section 3,3,-0.98,580
A5-03,Section 3,3,-1.01,581
A5-03,Section 3,3,-1.07,582
A5-03,Section 3,3,-1.06,583
A5-03,Section 3,3,-1.05,584
A5-03,Section 3,3,-1.06,585
A5-03,Section 3,3,-1.04,586
A5-03,Section 3,3,-1.04,587
A5-03,Section 3,3,-1.01,588
A5-03,Section 3,3,-0.99,589
A5-03,Section 3,3,-0.91,590
A5-03,Section 3,3,-0.86,591
A5-03,Section 3,3,-0.84,592
A5-03,Section 3,3,-0.82,593
A5-03,Section 3,3,-0.81,594
A5-03,Section 3,3,-0.8,595
A5-03,Section 3,3,-0.8,596
A5-03,Section 3,3,-0.79,597
A5-03,Section 3,3,-0.79,598
A5-03,Section 3,3,-0.78,599
A5-03,Section 3,3,-0.78,600
A5-03,Section 3,3,-0.77,601
A5-03,Section 3,3,-0.77,602
A5-03,Section 3,3,-0.77,603
A5-03,Section 3,3,-0.77,604
A5-03,Section 3,3,-0.76,605
A5-03,Section 3,3,-0.76,606
A5-03,Section 3,3,-0.77,607
A5-03,Section 3,3,-0.77,608
A5-03,Section 3,3,-0.76,609
A5-03,Section 3,3,-0.77,610
A5-03,Section 3,3,-0.76,611
A5-03,Section 3,3,-0.75,612
A5-03,Section 3,3,-0.76,613
A5-03,Section 3,3,-0.76,614
A5-03,Section 3,3,-0.76,615
A5-03,Section 3,3,-0.75,616
A5-03,Section 3,3,-0.75,617
A5-03,Section 3,3,-0.76,618
A5-03,Section 3,3,-0.75,619
A5-03,Section 3,3,-0.75,620
A5-03,Section 3,3,-0.75,621
A5-03,Section 3,3,-0.75,622
A5-03,Section 3,3,-0.74,623
A5-03,Section 3,3,-0.75,624
A5-03,Section 3,3,-0.73,625
A5-03,Section 3,3,-0.73,626
A5-03,Section 3,3,-0.72,627
A5-03,Section 3,3,-0.72,628
A5-03,Section 3,3,-0.71,629
A5-03,Section 3,3,-0.71,630
A5-03,Section 3,3,-0.71,631
A5-03,Section 3,3,-0.69,632
A5-03,Section 3,3,-0.69,633
A5-03,Section 3,3,-0.69,634
A5-03,Section 3,3,-0.69,635
A5-03,Section 3,3,-0.68,636
A5-03,Section 3,3,-0.68,637
A5-03,Section 3,3,-0.68,638
A5-03,Section 3,3,-0.66,639
A5-03,Section 3,3,-0.68,640
A5-03,Section 3,3,-0.66,641
A5-03,Section 3,3,-0.67,642
A5-03,Section 3,3,-0.66,643
A5-03,Section 3,3,-0.65,644
A5-03,Section 3,3,-0.65,645
A5-03,Section 3,3,-0.65,646
A5-03,Section 3,3,-0.63,647
A5-03,Section 3,3,-0.62,648
A5-03,Section 3,3,-0.61,649
A5-03,Section 3,3,-0.62,650
A5-03,Section 3,3,-0.61,651
A5-03,Section 3,3,-0.6,652
A5-03,Section 3,3,-0.6,653
A5-03,Section 3,3,-0.6,654
A5-03,Section 3,3,-0.61,655
A5-03,Section 3,3,-0.58,656
A5-03,Section 3,3,-0.58,657
A5-03,Section 3,3,-0.59,658
A5-03,Section 3,3,-0.58,659
A5-03,Section 3,3,-0.59,660
A5-03,Section 3,3,-0.61,661
A5-03,Section 3,3,-0.61,662
A5-03,Section 3,3,-0.6,663
A5-03,Section 3,3,-0.6,664
A5-03,Section 3,3,-0.6,665
A5-03,Section 3,3,-0.6,666
A5-03,Section 3,3,-0.59,667
A5-03,Section 3,3,-0.59,668
A5-03,Section 3,3,-0.57,669
A5-03,Section 3,3,-0.57,670
A5-03,Section 3,3,-0.56,671
A5-03,Section 3,3,-0.54,672
A5-03,Section 3,3,-0.53,673
A5-03,Section 3,3,-0.53,674
A5-03,Section 3,3,-0.52,675
A5-03,Section 3,3,-0.52,676
A5-03,Section 3,3,-0.49,677
A5-03,Section 3,3,-0.49,678
A5-03,Section 3,3,,679
A5-03,Section 3,3,,680
A5-03,Section 3,3,,681
A5-03,Section 3,3,,682
A5-03,Section 3,3,,683
A5-03,Section 3,3,,684
A5-03,Section 3,3,,685
A5-03,Section 3,3,,686
A5-03,Section 3,3,,687
A5-03,Section 3,3,,688
A5-03,Section 3,3,,689
A5-03,Section 3,3,,690
A5-03,Section 3,3,,691
A5-03,Section 3,3,,692
A5-03,Section 3,3,,693
A5-03,Section 3,3,,694
A5-03,Section 3,3,,695
A5-03,Section 3,3,,696
A5-03,Section 3,3,,697
A5-03,Section 3,3,,698
A5-03,Section 3,3,,699
A5-03,Section 3,3,,700
A5-03,Section 3,3,,701
A5-03,Section 3,3,,702
A5-03,Section 3,3,,703
A5-03,Section 3,3,,704
