section_id,label,sort_order,height_m,distance_m
A5-01,Section 1,1,-1.69,750
A5-01,Section 1,1,-1.66,751
A5-01,Section 1,1,-1.65,752
A5-01,Section 1,1,-1.62,753
A5-01,Section 1,1,-1.61,754
A5-01,Section 1,1,-1.66,755
A5-01,Section 1,1,-1.56,756
A5-01,Section 1,1,-1.61,757
A5-01,Section 1,1,-1.65,758
A5-01,Section 1,1,-1.53,759
A5-01,Section 1,1,-1.56,760
A5-01,Section 1,1,-1.59,761
A5-01,Section 1,1,-1.74,762
A5-01,Section 1,1,-1.74,763
A5-01,Section 1,1,-1.75,764
A5-01,Section 1,1,-1.7,765
A5-01,Section 1,1,-1.52,766
A5-01,Section 1,1,-1.53,767
A5-01,Section 1,1,-1.52,768
A5-01,Section 1,1,-1.44,769
A5-01,Section 1,1,-1.47,770
A5-01,Section 1,1,-1.48,771
A5-01,Section 1,1,-1.39,772
A5-01,Section 1,1,-1.45,773
A5-01,Section 1,1,-1.44,774
A5-01,Section 1,1,-1.39,775
A5-01,Section 1,1,-1.42,776
A5-01,Section 1,1,-1.32,777
A5-01,Section 1,1,-1.39,778
A5-01,Section 1,1,-1.47,779
A5-01,Section 1,1,-1.55,780
A5-01,Section 1,1,-1.62,781
A5-01,Section 1,1,-1.4,782
A5-01,Section 1,1,-1.43,783
A5-01,Section 1,1,-1.36,784
A5-01,Section 1,1,-1.39,785
A5-01,Section 1,1,-1.38,786
A5-01,Section 1,1,-1.39,787
A5-01,Section 1,1,-1.4,788
A5-01,Section 1,1,-1.44,789
A5-01,Section 1,1,-1.44,790
A5-01,Section 1,1,-1.45,791
A5-01,Section 1,1,-1.42,792
A5-01,Section 1,1,-1.4,793
A5-01,Section 1,1,-1.39,794
A5-01,Section 1,1,-1.38,795
A5-01,Section 1,1,-1.42,796
A5-01,Section 1,1,-1.48,797
A5-01,Section 1,1,-1.53,798
A5-01,Section 1,1,-1.49,799
A5-01,Section 1,1,-1.32,800
A5-01,Section 1,1,-1.34,801
A5-01,Section 1,1,-1.37,802
A5-01,Section 1,1,-1.44,803
A5-01,Section 1,1,-1.52,804
A5-01,Section 1,1,-1.65,805
A5-01,Section 1,1,,806
A5-01,Section 1,1,,807
A5-01,Section 1,1,,808
A5-01,Section 1,1,,809
A5-01,Section 1,1,,810
A5-01,Section 1,1,,811
A5-01,Section 1,1,,812
A5-01,Section 1,1,,813
A5-01,Section 1,1,,814
A5-01,Section 1,1,,815
A5-01,Section 1,1,,816
A5-01,Section 1,1,,817
A5-01,Section 1,1,,818
A5-01,Section 1,1,,819
A5-01,Section 1,1,,820
A5-01,Section 1,1,,821
A5-01,Section 1,1,,822
A5-01,Section 1,1,,823
A5-01,Section 1,1,,824
A5-01,Section 1,1,,825
A5-01,Section 1,1,,826
A5-01,Section 1,1,,827
A5-01,Section 1,1,,828
A5-01,Section 1,1,,829
A5-01,Section 1,1,,830
A5-01,Section 1,1,,831
A5-01,Section 1,1,,832
A5-01,Section 1,1,,833
A5-01,Section 1,1,,834
A5-01,Section 1,1,,835
A5-01,Section 1,1,,836
A5-02,Section 2,2,,0
A5-02,Section 2,2,,1
A5-02,Section 2,2,,2
A5-02,Section 2,2,,3
A5-02,Section 2,2,,4
A5-02,Section 2,2,,5
A5-02,Section 2,2,,6
A5-02,Section 2,2,,7
A5-02,Section 2,2,,8
A5-02,Section 2,2,,9
A5-02,Section 2,2,,10
A5-02,Section 2,2,,11
A5-02,Section 2,2,,12
A5-02,Section 2,2,,13
A5-02,Section 2,2,,14
A5-02,Section 2,2,,15
A5-02,Section 2,2,,16
A5-02,Section 2,2,,17
A5-02,Section 2,2,,18
A5-02,Section 2,2,,19
A5-02,Section 2,2,,20
A5-02,Section 2,2,,21
A5-02,Section 2,2,,22
A5-02,Section 2,2,,23
A5-02,Section 2,2,,24
A5-02,Section 2,2,,25
A5-02,Section 2,2,,26
A5-02,Section 2,2,,27
A5-02,Section 2,2,2.41,28
A5-02,Section 2,2,2.41,29
A5-02,Section 2,2,2.39,30
A5-02,Section 2,2,2.37,31
A5-02,Section 2,2,2.36,32
A5-02,Section 2,2,2.35,33
A5-02,Section 2,2,2.34,34
A5-02,Section 2,2,2.33,35
A5-02,Section 2,2,2.31,36
A5-02,Section 2,2,2.28,37
A5-02,Section 2,2,2.25,38
A5-02,Section 2,2,2.24,39
A5-02,Section 2,2,2.22,40
A5-02,Section 2,2,2.2,41
A5-02,Section 2,2,2.16,42
A5-02,Section 2,2,2.17,43
A5-02,Section 2,2,2.16,44
A5-02,Section 2,2,2.2,45
A5-02,Section 2,2,2.1,46
A5-02,Section 2,2,2.06,47
A5-02,Section 2,2,2.08,48
A5-02,Section 2,2,2.04,49
A5-02,Section 2,2,2.01,50
A5-02,Section 2,2,2.03,51
A5-02,Section 2,2,2.03,52
A5-02,Section 2,2,1.98,53
A5-02,Section 2,2,2,54
A5-02,Section 2,2,1.97,55
A5-02,Section 2,2,1.94,56
A5-02,Section 2,2,1.96,57
A5-02,Section 2,2,1.94,58
A5-02,Section 2,2,1.95,59
A5-02,Section 2,2,1.97,60
A5-02,Section 2,2,1.91,61
A5-02,Section 2,2,1.94,62
A5-02,Section 2,2,1.89,63
A5-02,Section 2,2,1.91,64
A5-02,Section 2,2,1.9,65
A5-02,Section 2,2,1.91,66
A5-02,Section 2,2,1.9,67
A5-02,Section 2,2,1.86,68
A5-02,Section 2,2,1.86,69
A5-02,Section 2,2,1.86,70
A5-02,Section 2,2,1.87,71
A5-02,Section 2,2,1.84,72
A5-02,Section 2,2,1.8,73
A5-02,Section 2,2,1.79,74
A5-02,Section 2,2,1.77,75
A5-02,Section 2,2,1.76,76
A5-02,Section 2,2,1.76,77
A5-02,Section 2,2,1.76,78
A5-02,Section 2,2,1.74,79
A5-02,Section 2,2,1.72,80
A5-02,Section 2,2,1.71,81
A5-02,Section 2,2,1.7,82
A5-02,Section 2,2,1.7,83
A5-02,Section 2,2,1.7,84
A5-02,Section 2,2,1.68,85
A5-02,Section 2,2,1.68,86
A5-02,Section 2,2,1.68,87
A5-02,Section 2,2,1.69,88
A5-02,Section 2,2,1.67,89
A5-02,Section 2,2,1.65,90
A5-02,Section 2,2,1.65,91
A5-02,Section 2,2,1.64,92
A5-02,Section 2,2,1.64,93
A5-02,Section 2,2,1.63,94
A5-02,Section 2,2,1.62,95
A5-02,Section 2,2,1.61,96
A5-02,Section 2,2,1.61,97
A5-02,Section 2,2,1.58,98
A5-02,Section 2,2,1.57,99
A5-02,Section 2,2,1.59,100
A5-02,Section 2,2,1.56,101
A5-02,Section 2,2,1.56,102
A5-02,Section 2,2,1.53,103
A5-02,Section 2,2,1.53,104
A5-02,Section 2,2,1.55,105
A5-02,Section 2,2,1.53,106
A5-02,Section 2,2,1.53,107
A5-02,Section 2,2,1.53,108
A5-02,Section 2,2,1.5,109
A5-02,Section 2,2,1.51,110
A5-02,Section 2,2,1.5,111
A5-02,Section 2,2,1.5,112
A5-02,Section 2,2,1.49,113
A5-02,Section 2,2,1.5,114
A5-02,Section 2,2,1.48,115
A5-02,Section 2,2,1.47,116
A5-02,Section 2,2,1.46,117
A5-02,Section 2,2,1.46,118
A5-02,Section 2,2,1.44,119
A5-02,Section 2,2,1.44,120
A5-02,Section 2,2,1.43,121
A5-02,Section 2,2,1.41,122
A5-02,Section 2,2,1.39,123
A5-02,Section 2,2,1.38,124
A5-02,Section 2,2,1.39,125
A5-02,Section 2,2,1.34,126
A5-02,Section 2,2,1.33,127
A5-02,Section 2,2,1.31,128
A5-02,Section 2,2,1.3,129
A5-02,Section 2,2,1.28,130
A5-02,Section 2,2,1.26,131
A5-02,Section 2,2,1.25,132
A5-02,Section 2,2,1.25,133
A5-02,Section 2,2,1.23,134
A5-02,Section 2,2,1.22,135
A5-02,Section 2,2,1.21,136
A5-02,Section 2,2,1.19,137
A5-02,Section 2,2,1.17,138
A5-02,Section 2,2,1.18,139
A5-02,Section 2,2,1.16,140
A5-02,Section 2,2,1.15,141
A5-02,Section 2,2,1.16,142
A5-02,Section 2,2,1.14,143
A5-02,Section 2,2,1.12,144
A5-02,Section 2,2,1.11,145
A5-02,Section 2,2,1.1,146
A5-02,Section 2,2,1.07,147
A5-02,Section 2,2,1.07,148
A5-02,Section 2,2,1.07,149
A5-02,Section 2,2,1.07,150
A5-02,Section 2,2,1.07,151
A5-02,Section 2,2,1.05,152
A5-02,Section 2,2,1.02,153
A5-02,Section 2,2,1.02,154
A5-02,Section 2,2,1.01,155
A5-02,Section 2,2,1,156
A5-02,Section 2,2,0.88,157
A5-02,Section 2,2,0.83,158
A5-02,Section 2,2,0.82,159
A5-02,Section 2,2,0.8,160
A5-02,Section 2,2,0.77,161
A5-02,Section 2,2,0.76,162
A5-02,Section 2,2,0.73,163
A5-02,Section 2,2,0.73,164
A5-02,Section 2,2,0.71,165
A5-02,Section 2,2,0.67,166
A5-02,Section 2,2,0.68,167
A5-02,Section 2,2,0.65,168
A5-02,Section 2,2,0.63,169
A5-02,Section 2,2,0.6,170
A5-02,Section 2,2,0.55,171
A5-02,Section 2,2,0.52,172
A5-02,Section 2,2,0.49,173
A5-02,Section 2,2,0.49,174
A5-02,Section 2,2,0.46,175
A5-02,Section 2,2,0.45,176
A5-02,Section 2,2,0.4,177
A5-02,Section 2,2,0.38,178
A5-02,Section 2,2,0.34,179
A5-02,Section 2,2,0.32,180
A5-02,Section 2,2,0.3,181
A5-02,Section 2,2,0.26,182
A5-02,Section 2,2,0.24,183
A5-02,Section 2,2,0.21,184
A5-02,Section 2,2,0.15,185
A5-02,Section 2,2,0.07,186
A5-02,Section 2,2,0.11,187
A5-02,Section 2,2,0.14,188
A5-02,Section 2,2,0.18,189
A5-02,Section 2,2,0.16,190
A5-02,Section 2,2,0.16,191
A5-02,Section 2,2,0.13,192
A5-02,Section 2,2,0.1,193
A5-02,Section 2,2,0.03,194
A5-02,Section 2,2,-0.11,195
A5-02,Section 2,2,-0.16,196
A5-02,Section 2,2,-0.16,197
A5-02,Section 2,2,-0.14,198
A5-02,Section 2,2,-0.13,199
A5-02,Section 2,2,-0.14,200
A5-02,Section 2,2,-0.15,201
A5-02,Section 2,2,-0.13,202
A5-02,Section 2,2,-0.15,203
A5-02,Section 2,2,-0.18,204
A5-02,Section 2,2,-0.21,205
A5-02,Section 2,2,-0.25,206
A5-02,Section 2,2,-0.28,207
A5-02,Section 2,2,-0.32,208
A5-02,Section 2,2,-0.35,209
A5-02,Section 2,2,-0.39,210
A5-02,Section 2,2,-0.44,211
A5-02,Section 2,2,-0.49,212
A5-02,Section 2,2,-0.54,213
A5-02,Section 2,2,-0.61,214
A5-02,Section 2,2,-0.67,215
A5-02,Section 2,2,-0.74,216
A5-02,Section 2,2,-0.81,217
A5-02,Section 2,2,-0.87,218
A5-02,Section 2,2,-0.86,219
A5-02,Section 2,2,-0.89,220
A5-02,Section 2,2,-0.93,221
A5-02,Section 2,2,-0.97,222
A5-02,Section 2,2,-1,223
A5-02,Section 2,2,-1.08,224
A5-02,Section 2,2,-1.08,225
A5-02,Section 2,2,-1.12,226
A5-02,Section 2,2,-1.13,227
A5-02,Section 2,2,-1.04,228
A5-02,Section 2,2,-0.99,229
A5-02,Section 2,2,-0.94,230
A5-02,Section 2,2,-0.95,231
A5-02,Section 2,2,-0.96,232
A5-02,Section 2,2,-0.97,233
A5-02,Section 2,2,-0.99,234
A5-02,Section 2,2,-1,235
A5-02,Section 2,2,-1.02,236
A5-02,Section 2,2,-1.03,237
A5-02,Section 2,2,-1.05,238
A5-02,Section 2,2,-1.08,239
A5-02,Section 2,2,-1.1,240
A5-02,Section 2,2,-1.13,241
A5-02,Section 2,2,-1.16,242
A5-02,Section 2,2,-1.19,243
A5-02,Section 2,2,-1.21,244
A5-02,Section 2,2,-1.23,245
A5-02,Section 2,2,-1.25,246
A5-02,Section 2,2,-1.27,247
A5-02,Section 2,2,-1.29,248
A5-02,Section 2,2,-1.32,249
A5-02,Section 2,2,-1.35,250
A5-02,Section 2,2,-1.38,251
A5-02,Section 2,2,-1.42,252
A5-02,Section 2,2,-1.45,253
A5-02,Section 2,2,-1.45,254
A5-02,Section 2,2,-1.48,255
A5-02,Section 2,2,-1.51,256
A5-02,Section 2,2,-1.54,257
A5-02,Section 2,2,-1.57,258
A5-02,Section 2,2,-1.6,259
A5-02,Section 2,2,-1.63,260
A5-02,Section 2,2,-1.66,261
A5-02,Section 2,2,-1.69,262
A5-02,Section 2,2,-1.72,263
A5-02,Section 2,2,-1.76,264
A5-02,Section 2,2,-1.79,265
A5-02,Section 2,2,-1.83,266
A5-02,Section 2,2,-1.86,267
A5-02,Section 2,2,-1.91,268
A5-02,Section 2,2,-1.95,269
A5-02,Section 2,2,-2,270
A5-02,Section 2,2,-2.05,271
A5-02,Section 2,2,-2.11,272
A5-02,Section 2,2,-2.18,273
A5-02,Section 2,2,-2.25,274
A5-02,Section 2,2,-2.32,275
A5-02,Section 2,2,-2.38,276
A5-02,Section 2,2,-2.44,277
A5-02,Section 2,2,-2.51,278
A5-02,Section 2,2,-2.58,279
A5-02,Section 2,2,-2.6,280
A5-02,Section 2,2,-2.64,281
A5-02,Section 2,2,-2.67,282
A5-02,Section 2,2,-2.63,283
A5-02,Section 2,2,-2.65,284
A5-02,Section 2,2,-2.67,285
A5-02,Section 2,2,-2.69,286
A5-02,Section 2,2,-2.7,287
A5-02,Section 2,2,-2.71,288
A5-02,Section 2,2,-2.74,289
A5-02,Section 2,2,-2.74,290
A5-02,Section 2,2,-2.76,291
A5-02,Section 2,2,-2.69,292
A5-02,Section 2,2,-2.73,293
A5-02,Section 2,2,-2.78,294
A5-02,Section 2,2,-2.79,295
A5-02,Section 2,2,-2.62,296
A5-02,Section 2,2,-3.02,297
A5-02,Section 2,2,-4.35,298
A5-02,Section 2,2,-4.85,299
A5-02,Section 2,2,-3.72,300
A5-02,Section 2,2,-4.67,301
A5-02,Section 2,2,-4.99,302
A5-02,Section 2,2,-6.61,303
A5-02,Section 2,2,-7.67,304
A5-02,Section 2,2,-4.86,305
A5-02,Section 2,2,-7.73,306
A5-02,Section 2,2,-6.62,307
A5-02,Section 2,2,-7.96,308
A5-02,Section 2,2,-9.37,309
A5-02,Section 2,2,-6.63,310
A5-02,Section 2,2,-11.32,311
A5-02,Section 2,2,-9.96,312
A5-02,Section 2,2,-3.3,313
A5-02,Section 2,2,-5.07,314
A5-02,Section 2,2,-5.24,315
A5-02,Section 2,2,-4.41,316
A5-02,Section 2,2,-7.32,317
A5-02,Section 2,2,-4.63,318
A5-02,Section 2,2,-8.01,319
A5-02,Section 2,2,-9.52,320
A5-02,Section 2,2,-7.54,321
A5-02,Section 2,2,-7.79,322
A5-02,Section 2,2,-4.06,323
A5-02,Section 2,2,-3.62,324
A5-02,Section 2,2,-3.72,325
A5-02,Section 2,2,-3.77,326
A5-02,Section 2,2,-3.04,327
A5-02,Section 2,2,-2.56,328
A5-02,Section 2,2,-2.62,329
A5-02,Section 2,2,-2.5,330
A5-02,Section 2,2,-2.76,331
A5-02,Section 2,2,-2.74,332
A5-02,Section 2,2,-2.74,333
A5-02,Section 2,2,-2.69,334
A5-02,Section 2,2,-2.66,335
A5-02,Section 2,2,-2.62,336
A5-02,Section 2,2,-2.58,337
A5-02,Section 2,2,-2.54,338
A5-02,Section 2,2,-2.51,339
A5-02,Section 2,2,-2.48,340
A5-02,Section 2,2,-2.42,341
A5-02,Section 2,2,-2.39,342
A5-02,Section 2,2,-2.36,343
A5-02,Section 2,2,-2.32,344
A5-02,Section 2,2,-2.36,345
A5-02,Section 2,2,-2.37,346
A5-02,Section 2,2,-2.4,347
A5-02,Section 2,2,-2.43,348
A5-02,Section 2,2,-2.47,349
A5-02,Section 2,2,-2.52,350
A5-02,Section 2,2,-2.56,351
A5-02,Section 2,2,-2.57,352
A5-02,Section 2,2,-2.6,353
A5-02,Section 2,2,-2.58,354
A5-02,Section 2,2,-2.54,355
A5-02,Section 2,2,-2.51,356
A5-02,Section 2,2,-2.48,357
A5-02,Section 2,2,-2.42,358
A5-02,Section 2,2,-2.38,359
A5-02,Section 2,2,-2.33,360
A5-02,Section 2,2,-2.27,361
A5-02,Section 2,2,-2.31,362
A5-02,Section 2,2,-2.31,363
A5-02,Section 2,2,-2.32,364
A5-02,Section 2,2,-2.35,365
A5-02,Section 2,2,-2.37,366
A5-02,Section 2,2,-2.39,367
A5-02,Section 2,2,-2.42,368
A5-02,Section 2,2,-2.42,369
A5-02,Section 2,2,-2.47,370
A5-02,Section 2,2,-2.57,371
A5-02,Section 2,2,-2.63,372
A5-02,Section 2,2,-2.68,373
A5-02,Section 2,2,-2.7,374
A5-02,Section 2,2,-2.7,375
A5-02,Section 2,2,-2.68,376
A5-02,Section 2,2,-2.62,377
A5-02,Section 2,2,-2.59,378
A5-02,Section 2,2,-2.59,379
A5-02,Section 2,2,-2.63,380
A5-02,Section 2,2,-2.67,381
A5-02,Section 2,2,-2.66,382
A5-02,Section 2,2,-2.66,383
A5-02,Section 2,2,-2.65,384
A5-02,Section 2,2,-2.63,385
A5-02,Section 2,2,-2.64,386
A5-02,Section 2,2,-2.63,387
A5-02,Section 2,2,-2.63,388
A5-02,Section 2,2,-2.62,389
A5-02,Section 2,2,-2.63,390
A5-02,Section 2,2,-2.65,391
A5-02,Section 2,2,-2.67,392
A5-02,Section 2,2,-2.69,393
A5-02,Section 2,2,-2.71,394
A5-02,Section 2,2,-2.71,395
A5-02,Section 2,2,-2.69,396
A5-02,Section 2,2,-2.71,397
A5-02,Section 2,2,-2.66,398
A5-02,Section 2,2,-2.66,399
A5-02,Section 2,2,-2.66,400
A5-02,Section 2,2,-2.64,401
A5-02,Section 2,2,-2.62,402
A5-02,Section 2,2,-2.45,403
A5-02,Section 2,2,-2.48,404
A5-02,Section 2,2,-2.51,405
A5-02,Section 2,2,-2.53,406
A5-02,Section 2,2,-2.55,407
A5-02,Section 2,2,-2.57,408
A5-02,Section 2,2,-2.58,409
A5-02,Section 2,2,-2.6,410
A5-02,Section 2,2,-2.57,411
A5-02,Section 2,2,-2.42,412
A5-02,Section 2,2,-2.46,413
A5-02,Section 2,2,-2.48,414
A5-02,Section 2,2,-2.46,415
A5-02,Section 2,2,-2.46,416
A5-02,Section 2,2,-2.49,417
A5-02,Section 2,2,-2.52,418
A5-02,Section 2,2,-2.49,419
A5-02,Section 2,2,-2.56,420
A5-02,Section 2,2,-2.56,421
A5-02,Section 2,2,-2.58,422
A5-02,Section 2,2,-2.6,423
A5-02,Section 2,2,-2.64,424
A5-02,Section 2,2,-2.67,425
A5-02,Section 2,2,-2.68,426
A5-02,Section 2,2,-2.7,427
A5-02,Section 2,2,-2.74,428
A5-02,Section 2,2,-2.75,429
A5-02,Section 2,2,-2.74,430
A5-02,Section 2,2,-2.96,431
A5-02,Section 2,2,-2.73,432
A5-02,Section 2,2,-2.97,433
A5-02,Section 2,2,-3,434
A5-02,Section 2,2,-3.01,435
A5-02,Section 2,2,-22.17,436
A5-02,Section 2,2,-22.82,437
A5-02,Section 2,2,-30.84,438
A5-02,Section 2,2,-30.19,439
A5-02,Section 2,2,-29.47,440
A5-02,Section 2,2,-32.01,441
A5-02,Section 2,2,-30.81,442
A5-02,Section 2,2,-38.06,443
A5-02,Section 2,2,-45.04,444
A5-02,Section 2,2,-37.16,445
A5-02,Section 2,2,-31.52,446
A5-02,Section 2,2,-36.35,447
A5-02,Section 2,2,-30.85,448
A5-02,Section 2,2,-25.33,449
A5-02,Section 2,2,-26.17,450
A5-02,Section 2,2,-27.2,451
A5-02,Section 2,2,-26.36,452
A5-02,Section 2,2,-31.02,453
A5-02,Section 2,2,-36.21,454
A5-02,Section 2,2,-30.5,455
A5-02,Section 2,2,-32.76,456
A5-02,Section 2,2,-30.21,457
A5-02,Section 2,2,-28.3,458
A5-02,Section 2,2,-27,459
A5-02,Section 2,2,-36.78,460
A5-02,Section 2,2,-24.98,461
A5-02,Section 2,2,-23.47,462
A5-02,Section 2,2,-26.23,463
A5-02,Section 2,2,-19.22,464
A5-02,Section 2,2,-23.07,465
A5-02,Section 2,2,-20.84,466
A5-02,Section 2,2,-19.81,467
A5-02,Section 2,2,-12.09,468
A5-02,Section 2,2,-24.38,469
A5-02,Section 2,2,-12.34,470
A5-02,Section 2,2,-11.78,471
A5-02,Section 2,2,-6.92,472
A5-02,Section 2,2,-3.59,473
A5-02,Section 2,2,-2.83,474
A5-02,Section 2,2,-2.78,475
A5-02,Section 2,2,-2.75,476
A5-02,Section 2,2,-2.72,477
A5-02,Section 2,2,-2.72,478
A5-02,Section 2,2,-2.74,479
A5-02,Section 2,2,-2.73,480
A5-02,Section 2,2,-2.73,481
A5-02,Section 2,2,-2.73,482
A5-02,Section 2,2,-2.69,483
A5-02,Section 2,2,-2.64,484
A5-02,Section 2,2,-2.65,485
A5-02,Section 2,2,-2.64,486
A5-02,Section 2,2,-2.62,487
A5-02,Section 2,2,-2.63,488
A5-02,Section 2,2,-2.58,489
A5-02,Section 2,2,-2.56,490
A5-02,Section 2,2,-2.54,491
A5-02,Section 2,2,-2.52,492
A5-02,Section 2,2,-2.5,493
A5-02,Section 2,2,-2.48,494
A5-02,Section 2,2,-2.48,495
A5-02,Section 2,2,-2.45,496
A5-02,Section 2,2,-2.46,497
A5-02,Section 2,2,-2.46,498
A5-02,Section 2,2,-2.45,499
A5-02,Section 2,2,-2.44,500
A5-02,Section 2,2,-2.43,501
A5-02,Section 2,2,-2.4,502
A5-02,Section 2,2,-2.38,503
A5-02,Section 2,2,-2.38,504
A5-02,Section 2,2,-2.38,505
A5-02,Section 2,2,-2.37,506
A5-02,Section 2,2,-2.37,507
A5-02,Section 2,2,-2.35,508
A5-02,Section 2,2,-2.34,509
A5-02,Section 2,2,-2.33,510
A5-02,Section 2,2,-2.32,511
A5-02,Section 2,2,-2.31,512
A5-02,Section 2,2,-2.33,513
A5-02,Section 2,2,-2.31,514
A5-02,Section 2,2,-2.27,515
A5-02,Section 2,2,-2.21,516
A5-02,Section 2,2,-2.19,517
A5-02,Section 2,2,-2.16,518
A5-02,Section 2,2,-2.15,519
A5-02,Section 2,2,-2.1,520
A5-02,Section 2,2,-2.12,521
A5-02,Section 2,2,-2.08,522
A5-02,Section 2,2,-2.07,523
A5-02,Section 2,2,-2.03,524
A5-02,Section 2,2,-2.01,525
A5-02,Section 2,2,-1.94,526
A5-02,Section 2,2,-1.91,527
A5-02,Section 2,2,-1.88,528
A5-02,Section 2,2,-1.82,529
A5-02,Section 2,2,-1.78,530
A5-02,Section 2,2,-1.72,531
A5-02,Section 2,2,-1.66,532
A5-02,Section 2,2,-1.63,533
A5-02,Section 2,2,-1.58,534
A5-02,Section 2,2,-1.55,535
A5-02,Section 2,2,-1.52,536
A5-02,Section 2,2,-1.47,537
A5-02,Section 2,2,-1.4,538
A5-02,Section 2,2,-1.34,539
A5-02,Section 2,2,-1.29,540
A5-02,Section 2,2,-1.21,541
A5-02,Section 2,2,-1.15,542
A5-02,Section 2,2,-1.07,543
A5-02,Section 2,2,-0.96,544
A5-02,Section 2,2,-0.83,545
A5-02,Section 2,2,-0.7,546
A5-02,Section 2,2,-0.57,547
A5-02,Section 2,2,-0.42,548
A5-02,Section 2,2,-0.28,549
A5-02,Section 2,2,-0.17,550
A5-02,Section 2,2,-0.07,551
A5-02,Section 2,2,-0.03,552
A5-02,Section 2,2,-0.02,553
A5-02,Section 2,2,-0.02,554
A5-02,Section 2,2,-0.01,555
A5-02,Section 2,2,-0.01,556
A5-02,Section 2,2,-0.02,557
A5-02,Section 2,2,-0.01,558
A5-02,Section 2,2,-0.01,559
A5-02,Section 2,2,0.01,560
A5-02,Section 2,2,0.04,561
A5-02,Section 2,2,0.02,562
A5-02,Section 2,2,0.03,563
A5-02,Section 2,2,0.03,564
A5-02,Section 2,2,0.03,565
A5-02,Section 2,2,0,566
A5-02,Section 2,2,0,567
A5-02,Section 2,2,-0.01,568
A5-02,Section 2,2,-0.03,569
A5-02,Section 2,2,-0.02,570
A5-02,Section 2,2,-0.1,571
A5-02,Section 2,2,-0.05,572
A5-02,Section 2,2,-0.11,573
A5-02,Section 2,2,-0.11,574
A5-02,Section 2,2,0.02,575
A5-02,Section 2,2,0,576
A5-02,Section 2,2,-0.04,577
A5-02,Section 2,2,-0.09,578
A5-02,Section 2,2,-0.09,579
A5-02,Section 2,2,-0.08,580
A5-02,Section 2,2,-0.07,581
A5-02,Section 2,2,0.01,582
A5-02,Section 2,2,-0.02,583
A5-02,Section 2,2,-0.1,584
A5-02,Section 2,2,-0.06,585
A5-02,Section 2,2,-0.1,586
A5-02,Section 2,2,-0.02,587
A5-02,Section 2,2,0,588
A5-02,Section 2,2,0.02,589
A5-02,Section 2,2,0,590
A5-02,Section 2,2,0.01,591
A5-02,Section 2,2,-0.02,592
A5-02,Section 2,2,-0.07,593
A5-02,Section 2,2,-0.12,594
A5-02,Section 2,2,-0.17,595
A5-02,Section 2,2,-0.22,596
A5-02,Section 2,2,-0.18,597
A5-02,Section 2,2,-0.19,598
A5-02,Section 2,2,-0.15,599
A5-02,Section 2,2,-0.02,600
A5-02,Section 2,2,-0.15,601
A5-02,Section 2,2,-0.23,602
A5-02,Section 2,2,-0.2,603
A5-02,Section 2,2,-0.19,604
A5-02,Section 2,2,-0.2,605
A5-02,Section 2,2,-0.29,606
A5-02,Section 2,2,-0.26,607
A5-02,Section 2,2,-0.25,608
A5-02,Section 2,2,-0.29,609
A5-02,Section 2,2,-0.23,610
A5-02,Section 2,2,-0.27,611
A5-02,Section 2,2,-0.25,612
A5-02,Section 2,2,-0.32,613
A5-02,Section 2,2,-0.32,614
A5-02,Section 2,2,-0.38,615
A5-02,Section 2,2,-0.44,616
A5-02,Section 2,2,-0.19,617
A5-02,Section 2,2,-0.18,618
A5-02,Section 2,2,-0.23,619
A5-02,Section 2,2,-0.37,620
A5-02,Section 2,2,-0.34,621
A5-02,Section 2,2,-0.18,622
A5-02,Section 2,2,-0.23,623
A5-02,Section 2,2,-0.28,624
A5-02,Section 2,2,-0.34,625
A5-02,Section 2,2,-0.33,626
A5-02,Section 2,2,-0.39,627
A5-02,Section 2,2,-0.46,628
A5-02,Section 2,2,-0.55,629
A5-02,Section 2,2,-0.41,630
A5-02,Section 2,2,-0.35,631
A5-02,Section 2,2,-0.41,632
A5-02,Section 2,2,-0.5,633
A5-02,Section 2,2,-0.62,634
A5-02,Section 2,2,-0.44,635
A5-02,Section 2,2,-0.3,636
A5-02,Section 2,2,-0.29,637
A5-02,Section 2,2,-0.29,638
A5-02,Section 2,2,-0.48,639
A5-02,Section 2,2,-0.37,640
A5-02,Section 2,2,-0.34,641
A5-02,Section 2,2,-0.44,642
A5-02,Section 2,2,-0.37,643
A5-02,Section 2,2,-0.26,644
A5-02,Section 2,2,-0.39,645
A5-02,Section 2,2,-0.41,646
A5-02,Section 2,2,-0.51,647
A5-02,Section 2,2,-0.42,648
A5-02,Section 2,2,-0.32,649
A5-02,Section 2,2,-0.29,650
A5-02,Section 2,2,-0.28,651
A5-02,Section 2,2,-0.23,652
A5-02,Section 2,2,-0.23,653
A5-02,Section 2,2,-0.3,654
A5-02,Section 2,2,-0.43,655
A5-02,Section 2,2,-0.46,656
A5-02,Section 2,2,-0.58,657
A5-02,Section 2,2,-0.55,658
A5-02,Section 2,2,-0.45,659
A5-02,Section 2,2,-0.31,660
A5-02,Section 2,2,-0.23,661
A5-02,Section 2,2,-0.21,662
A5-02,Section 2,2,-0.17,663
A5-02,Section 2,2,-0.14,664
A5-02,Section 2,2,-0.12,665
A5-02,Section 2,2,-0.19,666
A5-02,Section 2,2,-0.28,667
A5-02,Section 2,2,-0.34,668
A5-02,Section 2,2,-0.24,669
A5-02,Section 2,2,-0.3,670
A5-02,Section 2,2,-0.35,671
